i,word,freq,ipa,xsampa
346,ജനറൽ,631,"['ɟ', 'a', 'n', 'a', 'r', 'a', 'l']","['J\\', 'a', 'n', 'a', 'r', 'a', 'l']"
350,രീതി,627,"['ɾ', 'iː', 't̪', 'i']","['4', 'i:', 't_d', 'i']"
360,ഡിസംബർ,603,"['ɖ', 'i', 's', 'a', 'm', 'b', 'a', 'r']","['d`', 'i', 's', 'a', 'm', 'b', 'a', 'r']"
361,നവംബർ,603,"['n̪', 'a', 'ʋ', 'a', 'm', 'b', 'a', 'r']","['n_d', 'a', 'P', 'a', 'm', 'b', 'a', 'r']"
362,വി,602,"['ʋ', 'i']","['P', 'i']"
372,ഒടുവിൽ,592,"['o', 'ʈ', 'u', 'ʋ', 'i', 'l']","['o', 't`', 'u', 'P', 'i', 'l']"
373,ജൂലൈ,592,"['ɟ', 'uː', 'l', 'a', 'i̯']","['J\\', 'u:', 'l', 'a', 'i_^']"
375,കൃഷി,585,"['k', 'r', 'ɨ', 'ʂ', 'i']","['k', 'r', '1', 's`', 'i']"
387,ടെലിവിഷൻ,573,"['ʈ', 'e', 'l', 'i', 'ʋ', 'i', 'ʂ', 'a', 'n']","['t`', 'e', 'l', 'i', 'P', 'i', 's`', 'a', 'n']"
390,ഫലമായി,568,"['pʰ', 'a', 'l', 'a', 'm', 'aː', 'j', 'i']","['p_h', 'a', 'l', 'a', 'm', 'a:', 'j', 'i']"
391,വിതരണം,567,"['ʋ', 'i', 't̪', 'a', 'ɾ', 'a', 'ɳ', 'a', 'm']","['P', 'i', 't_d', 'a', '4', 'a', 'n`', 'a', 'm']"
394,ആളുകൾ,564,"['aː', 'ɭ', 'u', 'k', 'a', 'ɭ']","['a:', 'l`', 'u', 'k', 'a', 'l`']"
395,എൻ,563,"['e', 'n']","['e', 'n']"
403,പുറമേ,559,"['p', 'u', 'r', 'a', 'm', 'eː']","['p', 'u', 'r', 'a', 'm', 'e:']"
405,ഇവയിൽ,558,"['i', 'ʋ', 'a', 'j', 'i', 'l']","['i', 'P', 'a', 'j', 'i', 'l']"
407,അതു,557,"['a', 't̪', 'u']","['a', 't_d', 'u']"
411,അതിനെ,555,"['a', 't̪', 'i', 'n', 'e']","['a', 't_d', 'i', 'n', 'e']"
415,സാമൂഹിക,555,"['s', 'aː', 'm', 'uː', 'ɦ', 'i', 'k', 'a']","['s', 'a:', 'm', 'u:', 'h\\', 'i', 'k', 'a']"
431,അയാൾ,536,"['a', 'j', 'aː', 'ɭ']","['a', 'j', 'a:', 'l`']"
432,വനിതാ,536,"['ʋ', 'a', 'n', 'i', 't̪', 'aː']","['P', 'a', 'n', 'i', 't_d', 'a:']"
438,ശരാശരി,533,"['ʃ', 'a', 'ɾ', 'aː', 'ʃ', 'a', 'ɾ', 'i']","['S', 'a', '4', 'a:', 'S', 'a', '4', 'i']"
439,കാരണമായി,532,"['k', 'aː', 'ɾ', 'a', 'ɳ', 'a', 'm', 'aː', 'j', 'i']","['k', 'a:', '4', 'a', 'n`', 'a', 'm', 'a:', 'j', 'i']"
443,ഞാൻ,529,"['ɲ', 'aː', 'n']","['J', 'a:', 'n']"
446,ഉയരം,526,"['u', 'j', 'a', 'ɾ', 'a', 'm']","['u', 'j', 'a', '4', 'a', 'm']"
450,എൽ,523,"['e', 'l']","['e', 'l']"
453,പദം,522,"['p', 'a', 'd̪', 'a', 'm']","['p', 'a', 'd_d', 'a', 'm']"
455,പേരു,519,"['p', 'eː', 'ɾ', 'u']","['p', 'e:', '4', 'u']"
456,എഴുതി,518,"['e', 'ɻ', 'u', 't̪', 'i']","['e', 'r\\`', 'u', 't_d', 'i']"
465,ശതമാനം,507,"['ʃ', 'a', 't̪', 'a', 'm', 'aː', 'n', 'a', 'm']","['S', 'a', 't_d', 'a', 'm', 'a:', 'n', 'a', 'm']"
469,നായർ,503,"['n̪', 'aː', 'j', 'a', 'r']","['n_d', 'a:', 'j', 'a', 'r']"
470,നിറം,503,"['n̪', 'i', 'r', 'a', 'm']","['n_d', 'i', 'r', 'a', 'm']"
472,മരണം,503,"['m', 'a', 'ɾ', 'a', 'ɳ', 'a', 'm']","['m', 'a', '4', 'a', 'n`', 'a', 'm']"
478,സൈനിക,496,"['s', 'a', 'i̯', 'n', 'i', 'k', 'a']","['s', 'a', 'i_^', 'n', 'i', 'k', 'a']"
479,മേഖലയിൽ,495,"['m', 'eː', 'kʰ', 'a', 'l', 'a', 'j', 'i', 'l']","['m', 'e:', 'k_h', 'a', 'l', 'a', 'j', 'i', 'l']"
481,നാമം,492,"['n̪', 'aː', 'm', 'a', 'm']","['n_d', 'a:', 'm', 'a', 'm']"
488,പരിശീലനം,486,"['p', 'a', 'ɾ', 'i', 'ʃ', 'iː', 'l', 'a', 'n', 'a', 'm']","['p', 'a', '4', 'i', 'S', 'i:', 'l', 'a', 'n', 'a', 'm']"
490,ഏക,483,"['eː', 'k', 'a']","['e:', 'k', 'a']"
494,ഇതേ,482,"['i', 't̪', 'eː']","['i', 't_d', 'e:']"
498,ആർ,481,"['aː', 'r']","['a:', 'r']"
500,നീളം,479,"['n̪', 'iː', 'ɭ', 'a', 'm']","['n_d', 'i:', 'l`', 'a', 'm']"
508,ഇടയിൽ,472,"['i', 'ʈ', 'a', 'j', 'i', 'l']","['i', 't`', 'a', 'j', 'i', 'l']"
510,മീ,470,"['m', 'iː']","['m', 'i:']"
514,സിനിമ,468,"['s', 'i', 'n', 'i', 'm', 'a']","['s', 'i', 'n', 'i', 'm', 'a']"
515,അൽ,467,"['a', 'l']","['a', 'l']"
528,സംഗീതം,460,"['s', 'a', 'm', 'ɡ', 'iː', 't̪', 'a', 'm']","['s', 'a', 'm', 'g', 'i:', 't_d', 'a', 'm']"
531,നദിയുടെ,457,"['n̪', 'a', 'd̪', 'i', 'j', 'u', 'ʈ', 'e']","['n_d', 'a', 'd_d', 'i', 'j', 'u', 't`', 'e']"
537,മലയാളം,450,"['m', 'a', 'l', 'a', 'j', 'aː', 'ɭ', 'a', 'm']","['m', 'a', 'l', 'a', 'j', 'a:', 'l`', 'a', 'm']"
540,ജി,449,"['ɟ', 'i']","['J\\', 'i']"
544,അവയിൽ,447,"['a', 'ʋ', 'a', 'j', 'i', 'l']","['a', 'P', 'a', 'j', 'i', 'l']"
547,അവസാനം,445,"['a', 'ʋ', 'a', 's', 'aː', 'n', 'a', 'm']","['a', 'P', 'a', 's', 'a:', 'n', 'a', 'm']"
552,സേവനം,441,"['s', 'eː', 'ʋ', 'a', 'n', 'a', 'm']","['s', 'e:', 'P', 'a', 'n', 'a', 'm']"
558,കുടുംബം,438,"['k', 'u', 'ʈ', 'u', 'm', 'b', 'a', 'm']","['k', 'u', 't`', 'u', 'm', 'b', 'a', 'm']"
569,കൂടെ,428,"['k', 'uː', 'ʈ', 'e']","['k', 'u:', 't`', 'e']"
572,കൃതി,426,"['k', 'r', 'ɨ', 't̪', 'i']","['k', 'r', '1', 't_d', 'i']"
573,മകൻ,426,"['m', 'a', 'k', 'a', 'n']","['m', 'a', 'k', 'a', 'n']"
575,മാസം,424,"['m', 'aː', 's', 'a', 'm']","['m', 'a:', 's', 'a', 'm']"
580,മകനായി,418,"['m', 'a', 'k', 'a', 'n', 'aː', 'j', 'i']","['m', 'a', 'k', 'a', 'n', 'a:', 'j', 'i']"
586,കൃതികൾ,415,"['k', 'r', 'ɨ', 't̪', 'i', 'k', 'a', 'ɭ']","['k', 'r', '1', 't_d', 'i', 'k', 'a', 'l`']"
593,അവയെ,411,"['a', 'ʋ', 'a', 'j', 'e']","['a', 'P', 'a', 'j', 'e']"
601,വരും,407,"['ʋ', 'a', 'ɾ', 'u', 'm']","['P', 'a', '4', 'u', 'm']"
602,അതിനുശേഷം,406,"['a', 't̪', 'i', 'n', 'u', 'ʃ', 'eː', 'ʂ', 'a', 'm']","['a', 't_d', 'i', 'n', 'u', 'S', 'e:', 's`', 'a', 'm']"
607,ഇതിലെ,404,"['i', 't̪', 'i', 'l', 'e']","['i', 't_d', 'i', 'l', 'e']"
608,പേരും,404,"['p', 'eː', 'ɾ', 'u', 'm']","['p', 'e:', '4', 'u', 'm']"
614,പണം,399,"['p', 'a', 'ɳ', 'a', 'm']","['p', 'a', 'n`', 'a', 'm']"
622,റെയിൽവേ,393,"['r', 'e', 'j', 'i', 'l', 'ʋ', 'eː']","['r', 'e', 'j', 'i', 'l', 'P', 'e:']"
623,അവളെ,392,"['a', 'ʋ', 'a', 'ɭ', 'e']","['a', 'P', 'a', 'l`', 'e']"
625,ഇനം,391,"['i', 'n', 'a', 'm']","['i', 'n', 'a', 'm']"
628,ഫിലിം,390,"['f', 'i', 'l', 'i', 'm']","['f', 'i', 'l', 'i', 'm']"
629,വിജയം,390,"['ʋ', 'i', 'ɟ', 'a', 'j', 'a', 'm']","['P', 'i', 'J\\', 'a', 'j', 'a', 'm']"
630,സർവകലാശാലയിൽ,390,"['s', 'a', 'r', 'ʋ', 'a', 'k', 'a', 'l', 'aː', 'ʃ', 'aː', 'l', 'a', 'j', 'i', 'l']","['s', 'a', 'r', 'P', 'a', 'k', 'a', 'l', 'a:', 'S', 'a:', 'l', 'a', 'j', 'i', 'l']"
631,ജലം,389,"['ɟ', 'a', 'l', 'a', 'm']","['J\\', 'a', 'l', 'a', 'm']"
636,യിൽ,387,"['j', 'i', 'l']","['j', 'i', 'l']"
637,ഗവേഷണ,385,"['ɡ', 'a', 'ʋ', 'eː', 'ʂ', 'a', 'ɳ', 'a']","['g', 'a', 'P', 'e:', 's`', 'a', 'n`', 'a']"
639,നൽകുകയും,385,"['n̪', 'a', 'l', 'k', 'u', 'k', 'a', 'j', 'u', 'm']","['n_d', 'a', 'l', 'k', 'u', 'k', 'a', 'j', 'u', 'm']"
647,ഐ,382,"['a', 'i̯']","['a', 'i_^']"
655,മേഖലയിലെ,379,"['m', 'eː', 'kʰ', 'a', 'l', 'a', 'j', 'i', 'l', 'e']","['m', 'e:', 'k_h', 'a', 'l', 'a', 'j', 'i', 'l', 'e']"
660,പുറം,378,"['p', 'u', 'r', 'a', 'm']","['p', 'u', 'r', 'a', 'm']"
662,നാടക,376,"['n̪', 'aː', 'ʈ', 'a', 'k', 'a']","['n_d', 'a:', 't`', 'a', 'k', 'a']"
664,മുതലായ,376,"['m', 'u', 't̪', 'a', 'l', 'aː', 'j', 'a']","['m', 'u', 't_d', 'a', 'l', 'a:', 'j', 'a']"
666,പദവി,375,"['p', 'a', 'd̪', 'a', 'ʋ', 'i']","['p', 'a', 'd_d', 'a', 'P', 'i']"
668,ഇൻ,374,"['i', 'n']","['i', 'n']"
669,താപനില,374,"['t̪', 'aː', 'p', 'a', 'n', 'i', 'l', 'a']","['t_d', 'a:', 'p', 'a', 'n', 'i', 'l', 'a']"
674,കാർഷിക,370,"['k', 'aː', 'r', 'ʂ', 'i', 'k', 'a']","['k', 'a:', 'r', 's`', 'i', 'k', 'a']"
675,ചിലർ,369,"['t͡ʃ', 'i', 'l', 'a', 'r']","['tS', 'i', 'l', 'a', 'r']"
678,വൻ,367,"['ʋ', 'a', 'n']","['P', 'a', 'n']"
689,ആറു,361,"['aː', 'r', 'u']","['a:', 'r', 'u']"
690,താമസം,361,"['t̪', 'aː', 'm', 'a', 's', 'a', 'm']","['t_d', 'a:', 'm', 'a', 's', 'a', 'm']"
697,അവസരം,358,"['a', 'ʋ', 'a', 's', 'a', 'ɾ', 'a', 'm']","['a', 'P', 'a', 's', 'a', '4', 'a', 'm']"
715,വേഷം,350,"['ʋ', 'eː', 'ʂ', 'a', 'm']","['P', 'e:', 's`', 'a', 'm']"
716,ഇരുപതാം,349,"['i', 'ɾ', 'u', 'p', 'a', 't̪', 'aː', 'm']","['i', '4', 'u', 'p', 'a', 't_d', 'a:', 'm']"
727,യൂണിയൻ,346,"['j', 'uː', 'ɳ', 'i', 'j', 'a', 'n']","['j', 'u:', 'n`', 'i', 'j', 'a', 'n']"
730,ദൂരം,345,"['d̪', 'uː', 'ɾ', 'a', 'm']","['d_d', 'u:', '4', 'a', 'm']"
753,സമാനമായ,337,"['s', 'a', 'm', 'aː', 'n', 'a', 'm', 'aː', 'j', 'a']","['s', 'a', 'm', 'a:', 'n', 'a', 'm', 'a:', 'j', 'a']"
755,ആശയം,335,"['aː', 'ʃ', 'a', 'j', 'a', 'm']","['a:', 'S', 'a', 'j', 'a', 'm']"
759,മേരി,335,"['m', 'eː', 'ɾ', 'i']","['m', 'e:', '4', 'i']"
760,വർഷവും,335,"['ʋ', 'a', 'r', 'ʂ', 'a', 'ʋ', 'u', 'm']","['P', 'a', 'r', 's`', 'a', 'P', 'u', 'm']"
763,ഖാൻ,332,"['kʰ', 'aː', 'n']","['k_h', 'a:', 'n']"
779,സിനിമയിൽ,327,"['s', 'i', 'n', 'i', 'm', 'a', 'j', 'i', 'l']","['s', 'i', 'n', 'i', 'm', 'a', 'j', 'i', 'l']"
782,നേടുകയും,325,"['n̪', 'eː', 'ʈ', 'u', 'k', 'a', 'j', 'u', 'm']","['n_d', 'e:', 't`', 'u', 'k', 'a', 'j', 'u', 'm']"
783,പാത,325,"['p', 'aː', 't̪', 'a']","['p', 'a:', 't_d', 'a']"
796,തിരുവിതാംകൂർ,322,"['t̪', 'i', 'ɾ', 'u', 'ʋ', 'i', 't̪', 'aː', 'm', 'k', 'uː', 'r']","['t_d', 'i', '4', 'u', 'P', 'i', 't_d', 'a:', 'm', 'k', 'u:', 'r']"
803,നൽകാൻ,320,"['n̪', 'a', 'l', 'k', 'aː', 'n']","['n_d', 'a', 'l', 'k', 'a:', 'n']"
814,കൂടുതലായി,317,"['k', 'uː', 'ʈ', 'u', 't̪', 'a', 'l', 'aː', 'j', 'i']","['k', 'u:', 't`', 'u', 't_d', 'a', 'l', 'a:', 'j', 'i']"
817,മേഖലകളിൽ,317,"['m', 'eː', 'kʰ', 'a', 'l', 'a', 'k', 'a', 'ɭ', 'i', 'l']","['m', 'e:', 'k_h', 'a', 'l', 'a', 'k', 'a', 'l`', 'i', 'l']"
818,and,316,"['a', 'n', 'd']","['a', 'n', 'd']"
819,അതേസമയം,316,"['a', 't̪', 'eː', 's', 'a', 'm', 'a', 'j', 'a', 'm']","['a', 't_d', 'e:', 's', 'a', 'm', 'a', 'j', 'a', 'm']"
823,ജാതി,315,"['ɟ', 'aː', 't̪', 'i']","['J\\', 'a:', 't_d', 'i']"
825,പലരും,315,"['p', 'a', 'l', 'a', 'ɾ', 'u', 'm']","['p', 'a', 'l', 'a', '4', 'u', 'm']"
834,തിരികെ,313,"['t̪', 'i', 'ɾ', 'i', 'k', 'e']","['t_d', 'i', '4', 'i', 'k', 'e']"
838,ഏഴു,311,"['eː', 'ɻ', 'u']","['e:', 'r\\`', 'u']"
