i,word,freq,ipa,xsampa
48,гол,2074,"['ɡ', 'ɔ', 'ɮ']","['g', 'O', 'K\\']"
49,гэх,2043,"['ɡ', 'ɛ', 'x']","['g', 'E', 'x']"
50,өөр,1864,"['oː', 'r']","['o:', 'r']"
51,дахь,1863,"['t', 'a', 'xʲ']","['t', 'a', ""x'""]"
52,бүх,1780,"['p', 'u', 'x']","['p', 'u', 'x']"
54,бусад,1748,"['p', 'ʊ', 's', 'a', 't']","['p', 'U', 's', 'a', 't']"
55,эсвэл,1746,"['ɛ', 's', 'w', 'ɛ', 'ɮ']","['E', 's', 'w', 'E', 'K\\']"
56,нэгэн,1727,"['n', 'ɛ', 'ɡ', 'ɛ', 'n']","['n', 'E', 'g', 'E', 'n']"
57,анхны,1700,"['a', 'n', 'x', 'n', 'iː']","['a', 'n', 'x', 'n', 'i:']"
58,боловч,1695,"['p', 'ɔ', 'ɮ', 'ɔ', 'w', 't͡ʃʰ']","['p', 'O', 'K\\', 'O', 'w', 'tS_h']"
59,маш,1677,"['m', 'a', 'ʃ']","['m', 'a', 'S']"
60,авч,1675,"['a', 'w', 't͡ʃʰ']","['a', 'w', 'tS_h']"
61,хувьд,1675,"['x', 'ʊ', 'wʲ', 't']","['x', 'U', ""w'"", 't']"
64,нэр,1623,"['n', 'ɛ', 'r']","['n', 'E', 'r']"
65,хүртэл,1622,"['x', 'u', 'r', 'tʰ', 'ɛ', 'ɮ']","['x', 'u', 'r', 't_h', 'E', 'K\\']"
67,өндөр,1602,"['o', 'n', 't', 'o', 'r']","['o', 'n', 't', 'o', 'r']"
68,Монголын,1599,"['m', 'ɔ', 'n', 'ɡ', 'ɔ', 'ɮ', 'iː', 'n']","['m', 'O', 'n', 'g', 'O', 'K\\', 'i:', 'n']"
69,хэмээн,1570,"['x', 'ɛ', 'm', 'ɛː', 'n']","['x', 'E', 'm', 'E:', 'n']"
70,тэр,1547,"['tʰ', 'ɛ', 'r']","['t_h', 'E', 'r']"
72,том,1535,"['tʰ', 'ɔ', 'm']","['t_h', 'O', 'm']"
74,бага,1479,"['p', 'a', 'ɡ', 'a']","['p', 'a', 'g', 'a']"
75,хэсэг,1469,"['x', 'ɛ', 's', 'ɛ', 'ɡ']","['x', 'E', 's', 'E', 'g']"
76,нар,1449,"['n', 'a', 'r']","['n', 'a', 'r']"
78,аж,1409,"['a', 't͡ʃ']","['a', 'tS']"
79,хэдэн,1386,"['x', 'ɛ', 't', 'ɛ', 'n']","['x', 'E', 't', 'E', 'n']"
80,илүү,1378,"['i', 'ɮ', 'uː']","['i', 'K\\', 'u:']"
82,Тэрээр,1367,"['tʰ', 'ɛ', 'r', 'ɛː', 'r']","['t_h', 'E', 'r', 'E:', 'r']"
83,эх,1367,"['ɛ', 'x']","['E', 'x']"
84,шинэ,1364,"['ʃ', 'i', 'n', 'ɛ']","['S', 'i', 'n', 'E']"
85,өмнө,1362,"['o', 'm', 'n', 'o']","['o', 'm', 'n', 'o']"
86,хаан,1357,"['x', 'aː', 'n']","['x', 'a:', 'n']"
87,Харин,1354,"['x', 'a', 'r', 'i', 'n']","['x', 'a', 'r', 'i', 'n']"
89,үр,1335,"['u', 'r']","['u', 'r']"
90,болжээ,1320,"['p', 'ɔ', 'ɮ', 't͡ʃ', 'ɛː']","['p', 'O', 'K\\', 'tS', 'E:']"
91,арга,1318,"['a', 'r', 'ɡ', 'a']","['a', 'r', 'g', 'a']"
92,тул,1300,"['tʰ', 'ʊ', 'ɮ']","['t_h', 'U', 'K\\']"
94,билээ,1288,"['p', 'i', 'ɮ', 'ɛː']","['p', 'i', 'K\\', 'E:']"
95,удаа,1279,"['ʊ', 't', 'aː']","['U', 't', 'a:']"
96,ямар,1276,"['j', 'a', 'm', 'a', 'r']","['j', 'a', 'm', 'a', 'r']"
97,гадна,1271,"['ɡ', 'a', 't', 'n', 'a']","['g', 'a', 't', 'n', 'a']"
98,зарим,1265,"['t͡s', 'a', 'r', 'i', 'm']","['ts', 'a', 'r', 'i', 'm']"
99,Их,1259,"['i', 'x']","['i', 'x']"
100,нутаг,1251,"['n', 'ʊ', 'tʰ', 'a', 'ɡ']","['n', 'U', 't_h', 'a', 'g']"
103,хэмээх,1236,"['x', 'ɛ', 'm', 'ɛː', 'x']","['x', 'E', 'm', 'E:', 'x']"
105,тулд,1233,"['tʰ', 'ʊ', 'ɮ', 't']","['t_h', 'U', 'K\\', 't']"
106,мэт,1217,"['m', 'ɛ', 'tʰ']","['m', 'E', 't_h']"
109,жил,1208,"['t͡ʃ', 'i', 'ɮ']","['tS', 'i', 'K\\']"
111,анх,1174,"['a', 'n', 'x']","['a', 'n', 'x']"
113,дээд,1145,"['t', 'ɛː', 't']","['t', 'E:', 't']"
114,эрх,1142,"['ɛ', 'r', 'x']","['E', 'r', 'x']"
115,үндсэн,1142,"['u', 'n', 't', 's', 'ɛ', 'n']","['u', 'n', 't', 's', 'E', 'n']"
116,эсрэг,1140,"['ɛ', 's', 'r', 'ɛ', 'ɡ']","['E', 's', 'r', 'E', 'g']"
117,руу,1114,"['r', 'ʊː']","['r', 'U:']"
118,дахин,1106,"['t', 'a', 'x', 'i', 'n']","['t', 'a', 'x', 'i', 'n']"
119,зохион,1104,"['t͡s', 'ɔ', 'x', 'i', 'ɔ', 'n']","['ts', 'O', 'x', 'i', 'O', 'n']"
120,ирсэн,1102,"['i', 'r', 's', 'ɛ', 'n']","['i', 'r', 's', 'E', 'n']"
121,бүр,1099,"['p', 'u', 'r']","['p', 'u', 'r']"
122,ажиллаж,1093,"['a', 't͡ʃ', 'i', 'ɮ', 'ɮ', 'a', 't͡ʃ']","['a', 'tS', 'i', 'K\\', 'K\\', 'a', 'tS']"
123,бие,1083,"['p', 'i', 'j', 'i']","['p', 'i', 'j', 'i']"
124,орон,1081,"['ɔ', 'r', 'ɔ', 'n']","['O', 'r', 'O', 'n']"
126,газрын,1076,"['ɡ', 'a', 't͡s', 'r', 'iː', 'n']","['g', 'a', 'ts', 'r', 'i:', 'n']"
128,болдог,1062,"['p', 'ɔ', 'ɮ', 't', 'ɔ', 'ɡ']","['p', 'O', 'K\\', 't', 'O', 'g']"
129,талаар,1045,"['tʰ', 'a', 'ɮ', 'aː', 'r']","['t_h', 'a', 'K\\', 'a:', 'r']"
131,чухал,1041,"['t͡ʃʰ', 'ʊ', 'x', 'a', 'ɮ']","['tS_h', 'U', 'x', 'a', 'K\\']"
132,зөвхөн,1034,"['t͡s', 'o', 'w', 'x', 'o', 'n']","['ts', 'o', 'w', 'x', 'o', 'n']"
133,дунд,1032,"['t', 'ʊ', 'n', 't']","['t', 'U', 'n', 't']"
135,авсан,1031,"['a', 'w', 's', 'a', 'n']","['a', 'w', 's', 'a', 'n']"
137,сая,1027,"['s', 'a', 'j']","['s', 'a', 'j']"
138,өдөр,1027,"['o', 't', 'o', 'r']","['o', 't', 'o', 'r']"
139,үздэг,1026,"['u', 't͡s', 't', 'ɛ', 'ɡ']","['u', 'ts', 't', 'E', 'g']"
140,үг,1021,"['u', 'ɡ']","['u', 'g']"
143,уран,1011,"['ʊ', 'r', 'a', 'n']","['U', 'r', 'a', 'n']"
144,урт,996,"['ʊ', 'r', 'tʰ']","['U', 'r', 't_h']"
145,учир,991,"['ʊ', 't͡ʃʰ', 'i', 'r']","['U', 'tS_h', 'i', 'r']"
146,цэрэг,987,"['t͡sʰ', 'ɛ', 'r', 'ɛ', 'ɡ']","['ts_h', 'E', 'r', 'E', 'g']"
147,Тэр,981,"['tʰ', 'ɛ', 'r']","['t_h', 'E', 'r']"
150,төв,965,"['tʰ', 'o', 'w']","['t_h', 'o', 'w']"
151,Энэхүү,961,"['ɛ', 'n', 'ɛ', 'x', 'uː']","['E', 'n', 'E', 'x', 'u:']"
153,дотор,958,"['t', 'ɔ', 'tʰ', 'ɔ', 'r']","['t', 'O', 't_h', 'O', 'r']"
154,хот,945,"['x', 'ɔ', 'tʰ']","['x', 'O', 't_h']"
155,өргөн,939,"['o', 'r', 'ɡ', 'o', 'n']","['o', 'r', 'g', 'o', 'n']"
156,гарч,938,"['ɡ', 'a', 'r', 't͡ʃʰ']","['g', 'a', 'r', 'tS_h']"
157,гурван,935,"['ɡ', 'ʊ', 'r', 'w', 'a', 'n']","['g', 'U', 'r', 'w', 'a', 'n']"
158,систем,928,"['s', 'i', 's', 'tʰʲ', 'i', 'm']","['s', 'i', 's', ""t_h'"", 'i', 'm']"
159,бас,924,"['p', 'a', 's']","['p', 'a', 's']"
160,албан,917,"['a', 'ɮ', 'p', 'a', 'n']","['a', 'K\\', 'p', 'a', 'n']"
161,баруун,917,"['p', 'a', 'r', 'ʊː', 'n']","['p', 'a', 'r', 'U:', 'n']"
162,Улсын,915,"['ʊ', 'ɮ', 's', 'iː', 'n']","['U', 'K\\', 's', 'i:', 'n']"
164,сард,911,"['s', 'a', 'r', 't']","['s', 'a', 'r', 't']"
165,хааны,911,"['x', 'aː', 'n', 'iː']","['x', 'a:', 'n', 'i:']"
166,эхэлсэн,911,"['ɛ', 'x', 'ɛ', 'ɮ', 's', 'ɛ', 'n']","['E', 'x', 'E', 'K\\', 's', 'E', 'n']"
168,үе,907,"['u', 'j']","['u', 'j']"
169,тал,896,"['tʰ', 'a', 'ɮ']","['t_h', 'a', 'K\\']"
170,хувь,892,"['x', 'ʊ', 'wʲ']","['x', 'U', ""w'""]"
171,цаг,889,"['t͡sʰ', 'a', 'ɡ']","['ts_h', 'a', 'g']"
172,Гэвч,885,"['ɡ', 'ɛ', 'w', 't͡ʃʰ']","['g', 'E', 'w', 'tS_h']"
173,нас,877,"['n', 'a', 's']","['n', 'a', 's']"
174,бус,876,"['p', 'ʊ', 's']","['p', 'U', 's']"
175,хооронд,875,"['x', 'ɔː', 'r', 'ɔ', 'n', 't']","['x', 'O:', 'r', 'O', 'n', 't']"
176,уг,873,"['ʊ', 'ɡ']","['U', 'g']"
177,хүлээн,869,"['x', 'u', 'ɮ', 'ɛː', 'n']","['x', 'u', 'K\\', 'E:', 'n']"
178,зүүн,866,"['t͡s', 'uː', 'n']","['ts', 'u:', 'n']"
179,аль,865,"['a', 'ɮʲ']","['a', ""K\\'""]"
180,хэд,861,"['x', 'ɛ', 't']","['x', 'E', 't']"
181,биш,860,"['p', 'i', 'ʃ']","['p', 'i', 'S']"
182,болгон,859,"['p', 'ɔ', 'ɮ', 'ɡ', 'ɔ', 'n']","['p', 'O', 'K\\', 'g', 'O', 'n']"
184,бүрэн,847,"['p', 'u', 'r', 'ɛ', 'n']","['p', 'u', 'r', 'E', 'n']"
185,монгол,845,"['m', 'ɔ', 'n', 'ɡ', 'ɔ', 'ɮ']","['m', 'O', 'n', 'g', 'O', 'K\\']"
187,гарсан,835,"['ɡ', 'a', 'r', 's', 'a', 'n']","['g', 'a', 'r', 's', 'a', 'n']"
188,он,835,"['ɔ', 'n']","['O', 'n']"
189,мэдээлэл,827,"['m', 'ɛ', 't', 'ɛː', 'ɮ', 'ɛ', 'ɮ']","['m', 'E', 't', 'E:', 'K\\', 'E', 'K\\']"
190,зууны,822,"['t͡s', 'ʊː', 'n', 'iː']","['ts', 'U:', 'n', 'i:']"
191,Тус,821,"['tʰ', 'ʊ', 's']","['t_h', 'U', 's']"
192,орж,817,"['ɔ', 'r', 't͡ʃ']","['O', 'r', 'tS']"
193,дуу,814,"['t', 'ʊː']","['t', 'U:']"
194,хотын,812,"['x', 'ɔ', 'tʰ', 'iː', 'n']","['x', 'O', 't_h', 'i:', 'n']"
195,тэрээр,808,"['tʰ', 'ɛ', 'r', 'ɛː', 'r']","['t_h', 'E', 'r', 'E:', 'r']"
196,авах,805,"['a', 'w', 'a', 'x']","['a', 'w', 'a', 'x']"
198,орчим,787,"['ɔ', 'r', 't͡ʃʰ', 'i', 'm']","['O', 'r', 'tS_h', 'i', 'm']"
200,оноос,781,"['ɔ', 'n', 'ɔː', 's']","['O', 'n', 'O:', 's']"
201,хамт,780,"['x', 'a', 'm', 'tʰ']","['x', 'a', 'm', 't_h']"
202,хүмүүс,778,"['x', 'u', 'm', 'uː', 's']","['x', 'u', 'm', 'u:', 's']"
204,ажээ,767,"['a', 't͡ʃ', 'ɛː']","['a', 'tS', 'E:']"
205,цагаан,759,"['t͡sʰ', 'a', 'ɡ', 'aː', 'n']","['ts_h', 'a', 'g', 'a:', 'n']"
206,төрсөн,754,"['tʰ', 'o', 'r', 's', 'o', 'n']","['t_h', 'o', 'r', 's', 'o', 'n']"
207,төрөл,753,"['tʰ', 'o', 'r', 'o', 'ɮ']","['t_h', 'o', 'r', 'o', 'K\\']"
208,хэсэгт,751,"['x', 'ɛ', 's', 'ɛ', 'ɡ', 'tʰ']","['x', 'E', 's', 'E', 'g', 't_h']"
210,шууд,747,"['ʃ', 'ʊː', 't']","['S', 'U:', 't']"
211,явдал,746,"['j', 'a', 'w', 't', 'a', 'ɮ']","['j', 'a', 'w', 't', 'a', 'K\\']"
212,жижиг,740,"['t͡ʃ', 'i', 't͡ʃ', 'i', 'ɡ']","['tS', 'i', 'tS', 'i', 'g']"
213,Тэд,735,"['tʰ', 'ɛ', 't']","['t_h', 'E', 't']"
215,Эдгээр,731,"['ɛ', 't', 'ɡ', 'ɛː', 'r']","['E', 't', 'g', 'E:', 'r']"
216,хэл,727,"['x', 'ɛ', 'ɮ']","['x', 'E', 'K\\']"
217,ажиллагаа,724,"['a', 't͡ʃ', 'i', 'ɮ', 'ɮ', 'a', 'ɡ', 'aː']","['a', 'tS', 'i', 'K\\', 'K\\', 'a', 'g', 'a:']"
218,адил,720,"['a', 't', 'i', 'ɮ']","['a', 't', 'i', 'K\\']"
220,нарын,720,"['n', 'a', 'r', 'iː', 'n']","['n', 'a', 'r', 'i:', 'n']"
221,шинж,706,"['ʃ', 'i', 'n', 't͡ʃ']","['S', 'i', 'n', 'tS']"
222,тохиолдолд,703,"['tʰ', 'ɔ', 'x', 'i', 'ɔ', 'ɮ', 't', 'ɔ', 'ɮ', 't']","['t_h', 'O', 'x', 'i', 'O', 'K\\', 't', 'O', 'K\\', 't']"
223,хүнд,703,"['x', 'u', 'n', 't']","['x', 'u', 'n', 't']"
225,хотод,689,"['x', 'ɔ', 'tʰ', 'ɔ', 't']","['x', 'O', 't_h', 'O', 't']"
227,дугаар,687,"['t', 'ʊ', 'ɡ', 'aː', 'r']","['t', 'U', 'g', 'a:', 'r']"
228,нутагт,684,"['n', 'ʊ', 'tʰ', 'a', 'ɡ', 'tʰ']","['n', 'U', 't_h', 'a', 'g', 't_h']"
231,дагуу,679,"['t', 'a', 'ɡ', 'ʊː']","['t', 'a', 'g', 'U:']"
232,энэхүү,675,"['ɛ', 'n', 'ɛ', 'x', 'uː']","['E', 'n', 'E', 'x', 'u:']"
233,учраас,673,"['ʊ', 't͡ʃʰ', 'r', 'aː', 's']","['U', 'tS_h', 'r', 'a:', 's']"
234,хүү,670,"['x', 'uː']","['x', 'u:']"
235,тоо,667,"['tʰ', 'ɔː']","['t_h', 'O:']"
236,хугацаанд,667,"['x', 'ʊ', 'ɡ', 'a', 't͡sʰ', 'aː', 'n', 't']","['x', 'U', 'g', 'a', 'ts_h', 'a:', 'n', 't']"
237,Гэхдээ,666,"['ɡ', 'ɛ', 'x', 't', 'ɛː']","['g', 'E', 'x', 't', 'E:']"
238,ашигладаг,663,"['a', 'ʃ', 'i', 'ɡ', 'ɮ', 'a', 't', 'a', 'ɡ']","['a', 'S', 'i', 'g', 'K\\', 'a', 't', 'a', 'g']"
239,хар,658,"['x', 'a', 'r']","['x', 'a', 'r']"
240,хэмжээ,656,"['x', 'ɛ', 'm', 't͡ʃ', 'ɛː']","['x', 'E', 'm', 'tS', 'E:']"
241,тэд,648,"['tʰ', 'ɛ', 't']","['t_h', 'E', 't']"
242,харин,648,"['x', 'a', 'r', 'i', 'n']","['x', 'a', 'r', 'i', 'n']"
243,хүчин,647,"['x', 'u', 't͡ʃʰ', 'i', 'n']","['x', 'u', 'tS_h', 'i', 'n']"
244,орны,646,"['ɔ', 'r', 'n', 'iː']","['O', 'r', 'n', 'i:']"
245,ард,645,"['a', 'r', 't']","['a', 'r', 't']"
246,Уг,640,"['ʊ', 'ɡ']","['U', 'g']"
247,ашиглан,640,"['a', 'ʃ', 'i', 'ɡ', 'ɮ', 'a', 'n']","['a', 'S', 'i', 'g', 'K\\', 'a', 'n']"
248,орсон,634,"['ɔ', 'r', 's', 'ɔ', 'n']","['O', 'r', 's', 'O', 'n']"
249,санах,629,"['s', 'a', 'n', 'a', 'x']","['s', 'a', 'n', 'a', 'x']"
251,гаргасан,628,"['ɡ', 'a', 'r', 'ɡ', 'a', 's', 'a', 'n']","['g', 'a', 'r', 'g', 'a', 's', 'a', 'n']"
252,үүрэг,626,"['uː', 'r', 'ɛ', 'ɡ']","['u:', 'r', 'E', 'g']"
253,ажил,624,"['a', 't͡ʃ', 'i', 'ɮ']","['a', 'tS', 'i', 'K\\']"
255,нэрлэдэг,621,"['n', 'ɛ', 'r', 'ɮ', 'ɛ', 't', 'ɛ', 'ɡ']","['n', 'E', 'r', 'K\\', 'E', 't', 'E', 'g']"
256,зураг,619,"['t͡s', 'ʊ', 'r', 'a', 'ɡ']","['ts', 'U', 'r', 'a', 'g']"
257,хүч,616,"['x', 'u', 't͡ʃʰ']","['x', 'u', 'tS_h']"
258,сумын,613,"['s', 'ʊ', 'm', 'iː', 'n']","['s', 'U', 'm', 'i:', 'n']"
259,кино,612,"['kʰ', 'i', 'n', 'ɔ']","['k_h', 'i', 'n', 'O']"
260,дэх,609,"['t', 'ɛ', 'x']","['t', 'E', 'x']"
262,гэнэ,603,"['ɡ', 'ɛ', 'n', 'ɛ']","['g', 'E', 'n', 'E']"
263,км,603,"['kʰ', 'm']","['k_h', 'm']"
264,баг,601,"['p', 'a', 'ɡ']","['p', 'a', 'g']"
266,гаргаж,595,"['ɡ', 'a', 'r', 'ɡ', 'a', 't͡ʃ']","['g', 'a', 'r', 'g', 'a', 'tS']"
267,Оросын,594,"['ɔ', 'r', 'ɔ', 's', 'iː', 'n']","['O', 'r', 'O', 's', 'i:', 'n']"
271,мянган,590,"['mʲ', 'a', 'n', 'ɡ', 'a', 'n']","[""m'"", 'a', 'n', 'g', 'a', 'n']"
272,Хятадын,587,"['xʲ', 'a', 'tʰ', 'a', 't', 'iː', 'n']","[""x'"", 'a', 't_h', 'a', 't', 'i:', 'n']"
273,ашиглаж,585,"['a', 'ʃ', 'i', 'ɡ', 'ɮ', 'a', 't͡ʃ']","['a', 'S', 'i', 'g', 'K\\', 'a', 'tS']"
276,улсад,583,"['ʊ', 'ɮ', 's', 'a', 't']","['U', 'K\\', 's', 'a', 't']"
277,дөрвөн,579,"['t', 'o', 'r', 'w', 'o', 'n']","['t', 'o', 'r', 'w', 'o', 'n']"
278,гэр,578,"['ɡ', 'ɛ', 'r']","['g', 'E', 'r']"
280,олж,575,"['ɔ', 'ɮ', 't͡ʃ']","['O', 'K\\', 'tS']"
281,зах,574,"['t͡s', 'a', 'x']","['ts', 'a', 'x']"
284,Олон,563,"['ɔ', 'ɮ', 'ɔ', 'n']","['O', 'K\\', 'O', 'n']"
285,шинжлэх,563,"['ʃ', 'i', 'n', 't͡ʃ', 'ɮ', 'ɛ', 'x']","['S', 'i', 'n', 'tS', 'K\\', 'E', 'x']"
286,янз,562,"['j', 'a', 'n', 't͡s']","['j', 'a', 'n', 'ts']"
287,рүү,560,"['r', 'uː']","['r', 'u:']"
288,засаг,556,"['t͡s', 'a', 's', 'a', 'ɡ']","['ts', 'a', 's', 'a', 'g']"
289,ухааны,556,"['ʊ', 'x', 'aː', 'n', 'iː']","['U', 'x', 'a:', 'n', 'i:']"
290,ихэвчлэн,555,"['i', 'x', 'ɛ', 'w', 't͡ʃʰ', 'ɮ', 'ɛ', 'n']","['i', 'x', 'E', 'w', 'tS_h', 'K\\', 'E', 'n']"
291,ус,555,"['ʊ', 's']","['U', 's']"
293,тооны,552,"['tʰ', 'ɔː', 'n', 'iː']","['t_h', 'O:', 'n', 'i:']"
295,сургууль,551,"['s', 'ʊ', 'r', 'ɡ', 'ʊː', 'ɮʲ']","['s', 'U', 'r', 'g', 'U:', ""K\\'""]"
296,дараах,549,"['t', 'a', 'r', 'aː', 'x']","['t', 'a', 'r', 'a:', 'x']"
297,томоохон,549,"['tʰ', 'ɔ', 'm', 'ɔː', 'x', 'ɔ', 'n']","['t_h', 'O', 'm', 'O:', 'x', 'O', 'n']"
298,ашиглах,546,"['a', 'ʃ', 'i', 'ɡ', 'ɮ', 'a', 'x']","['a', 'S', 'i', 'g', 'K\\', 'a', 'x']"
301,програм,539,"['pʰ', 'r', 'ɔ', 'ɡ', 'r', 'a', 'm']","['p_h', 'r', 'O', 'g', 'r', 'a', 'm']"
303,см,534,"['s', 'm']","['s', 'm']"
304,хууль,533,"['x', 'ʊː', 'ɮʲ']","['x', 'U:', ""K\\'""]"
305,үзэл,532,"['u', 't͡s', 'ɛ', 'ɮ']","['u', 'ts', 'E', 'K\\']"
308,орчин,527,"['ɔ', 'r', 't͡ʃʰ', 'i', 'n']","['O', 'r', 'tS_h', 'i', 'n']"
309,аварга,526,"['a', 'w', 'a', 'r', 'ɡ', 'a']","['a', 'w', 'a', 'r', 'g', 'a']"
310,бичсэн,526,"['p', 'i', 't͡ʃʰ', 's', 'ɛ', 'n']","['p', 'i', 'tS_h', 's', 'E', 'n']"
311,болов,526,"['p', 'ɔ', 'ɮ', 'ɔ', 'w']","['p', 'O', 'K\\', 'O', 'w']"
312,өгсөн,526,"['o', 'ɡ', 's', 'o', 'n']","['o', 'g', 's', 'o', 'n']"
313,оршин,523,"['ɔ', 'r', 'ʃ', 'i', 'n']","['O', 'r', 'S', 'i', 'n']"
314,эдгээр,522,"['ɛ', 't', 'ɡ', 'ɛː', 'r']","['E', 't', 'g', 'E:', 'r']"
316,оронд,519,"['ɔ', 'r', 'ɔ', 'n', 't']","['O', 'r', 'O', 'n', 't']"
317,Үүнээс,516,"['uː', 'n', 'ɛː', 's']","['u:', 'n', 'E:', 's']"
318,утга,514,"['ʊ', 'tʰ', 'ɡ', 'a']","['U', 't_h', 'g', 'a']"
319,ихэнх,512,"['i', 'x', 'ɛ', 'n', 'x']","['i', 'x', 'E', 'n', 'x']"
320,голын,511,"['ɡ', 'ɔ', 'ɮ', 'iː', 'n']","['g', 'O', 'K\\', 'i:', 'n']"
321,шилдэг,510,"['ʃ', 'i', 'ɮ', 't', 'ɛ', 'ɡ']","['S', 'i', 'K\\', 't', 'E', 'g']"
322,дэд,505,"['t', 'ɛ', 't']","['t', 'E', 't']"
324,ганц,501,"['ɡ', 'a', 'n', 't͡sʰ']","['g', 'a', 'n', 'ts_h']"
325,улаан,501,"['ʊ', 'ɮ', 'aː', 'n']","['U', 'K\\', 'a:', 'n']"
326,санал,500,"['s', 'a', 'n', 'a', 'ɮ']","['s', 'a', 'n', 'a', 'K\\']"
327,дээрх,498,"['t', 'ɛː', 'r', 'x']","['t', 'E:', 'r', 'x']"
328,эхлэн,498,"['ɛ', 'x', 'ɮ', 'ɛ', 'n']","['E', 'x', 'K\\', 'E', 'n']"
330,дарга,496,"['t', 'a', 'r', 'ɡ', 'a']","['t', 'a', 'r', 'g', 'a']"
331,зам,495,"['t͡s', 'a', 'm']","['ts', 'a', 'm']"
332,бүтээл,493,"['p', 'u', 'tʰ', 'ɛː', 'ɮ']","['p', 'u', 't_h', 'E:', 'K\\']"
333,усны,493,"['ʊ', 's', 'n', 'iː']","['U', 's', 'n', 'i:']"
334,хамтран,493,"['x', 'a', 'm', 'tʰ', 'r', 'a', 'n']","['x', 'a', 'm', 't_h', 'r', 'a', 'n']"
336,үл,492,"['u', 'ɮ']","['u', 'K\\']"
338,ихээхэн,487,"['i', 'x', 'ɛː', 'x', 'ɛ', 'n']","['i', 'x', 'E:', 'x', 'E', 'n']"
339,Зарим,486,"['t͡s', 'a', 'r', 'i', 'm']","['ts', 'a', 'r', 'i', 'm']"
341,ирж,484,"['i', 'r', 't͡ʃ']","['i', 'r', 'tS']"
342,болгож,483,"['p', 'ɔ', 'ɮ', 'ɡ', 'ɔ', 't͡ʃ']","['p', 'O', 'K\\', 'g', 'O', 'tS']"
343,ажиллах,482,"['a', 't͡ʃ', 'i', 'ɮ', 'ɮ', 'a', 'x']","['a', 'tS', 'i', 'K\\', 'K\\', 'a', 'x']"
